Nr;Huvuduppslag;Avdelning;Placering;Cirk. kat.;Hylla;Status;Lok.-datum;Förf. datum;Etikettnr.;Lån;
151;Harrison, Dick, Förrädaren, skökan och självmördaren 2005;  Vimmerby - Vuxen; ;;Cc;;2005-03-30;2015-03-18;21606790884;40
152;Hasan ibn Talal, Kristendomen i arabvärlden 2006;  Vimmerby - Vuxen; ;;Cj;;2007-06-12;2015-03-18;21717390884;4
153;Hedendomen i historiens spegel 2005;  Vimmerby - Vuxen; ;;Cmi;;2006-09-26;2015-04-06;21642970884;35
154;Hedin, Christer, Abrahams barn 1999;  Vimmerby - Vuxen; ;;Cm;;2000-10-16;;21035650884;37
155;Hedin, Christer, Bibeln och Koranen 2002;  Vimmerby - Vuxen; ;;Cc;;2002-04-22;;20878370884;15
156;Hedin, Christer, Islam i samhället 2001;  Vimmerby - Vuxen; ;;Cmd;;2001-08-16;;21062960884;24
157;Hedin, Christer, Islam i vardagen och världen 1994;  Vimmerby - Vuxen; ;;Cmd;;1998-04-06;;20471470884;55
158;Hedin, Christer, Islam och västerlandet 2006;  Vimmerby - Vuxen; ;;Cmd;;2006-12-14;;21703080884;5
159;Hedin, Christer, Islams historia 2010;  Vimmerby - Vuxen; ;;Cmd;;2011-02-14;;80041465334;3
160;Hedin, Christer, Kristendom 2011;  Vimmerby - Vuxen; ;;Ca;;2011-10-25;2015-03-25;80041466507;10
161;Hedin, Christer, Österns religioner 2013;  Vimmerby - Vuxen; ;;Cme;;2013-05-15;;51790980214;2
162;Hellman, Eva, Hinduiska gudinnor och kvinnor 1998;  Vimmerby - Vuxen; ;;Cme;;1998-12-04;;21233920884;25
163;Hellström, Jan Arvid, Vägar till Sveriges kristnande 1996;  Vimmerby - Vuxen; ;;Cj-c;;1998-04-06;;20471260884;51
164;Henrikson, Alf, Biblisk historia. 1, Gamla testamentet 1990;  Vimmerby - Vuxen; ;;Cc;;1998-04-06;;20470370884;15
165;Henrikson, Alf, Biblisk historia. 2, Nya testamentet 1990;  Vimmerby - Vuxen; ;;Cc;;1998-04-06;;20470380884;14
166;Hill, Jonathan, Den kristna kyrkans historia 2008;  Vimmerby - Vuxen; ;;Cj;;2009-07-16;;21793500884;11
167;Hill, Jonathan, Kristendomens spår 2006;  Vimmerby - Vuxen; ;;Ca;;2007-09-12;;21722120884;2
168;Hillerdal, Gunnar, Plymouthbröderna 2007;  Vimmerby - Vuxen; ;;Cks;;2007-09-26;;80034309976;6
169;Hinduismens heliga skrifter 2010;  Vimmerby - Vuxen; ;;Cme;;2010-12-21;;80041465158;6
170;Hjärpe, Jan, Förändringens vind 2009;  Vimmerby - Vuxen; ;;Cmd;;2009-07-17;;21793610884;1
171;Hjärpe, Jan, Islamismer 2010;  Vimmerby - Vuxen; ;;Cmd;;2010-09-22;;80041420673;2
172;Hjärpe, Jan, Islams värld 1990;  Vimmerby - Vuxen; ;;Cmd;;1998-04-06;;20471450884;59
173;Hjärpe, Jan, Shari'a 2014;  Vimmerby - Vuxen; ;;Cmd;;2014-07-08;;52725080032;0
174;Hjärpe, Jan, Tusen och en natt & den elfte september 2003;  Vimmerby - Vuxen; ;;C;;2003-10-02;;21333570884;8
175;Hoff, Benjamin, Tao enligt Puh 1984;  Vimmerby - Vuxen; ;;Cm;;1998-08-20;;21225440884;34
176;Holmqvist, Kalle, Gråkoltarna 2013;  Vimmerby - Vuxen; ;;Cj-c;;2014-06-26;;80047026179;0
177;Holtsmark, Anne, Fornnordisk mytologi 1992;  Vimmerby - Vuxen; ;;Cmi;;2001-11-17;2015-03-26;20862310884;37
178;Hughes, Bettany, Sköna Helena 2006;  Vimmerby - Vuxen; ;;Cmg;;2007-06-12;;21717370884;4
179;Hughes, Gerald, Bibelns värld 1981;  Vimmerby - Vuxen; ;;Cc;;1998-04-06;;20470350884;12
180;Hägg, Göran, Gud i Sverige 2010;  Vimmerby - Vuxen; ;;Cj-c;;2010-10-04;;80041431272;9
181;Hägg, Göran, Påvarna 2006;  Vimmerby - Vuxen; ;;Ck;;2006-05-02;;21636670884;13
182;Illustrerat bibellexikon. Bd 1, A-D 1988;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-17;;21705530884;0
183;Illustrerat bibellexikon. Bd 2, E-F 1988;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-24;;21706850884;0
184;Illustrerat bibellexikon. Bd 3, G-I 1988;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-24;;21706860884;0
185;Illustrerat bibellexikon. Bd 4, J-L 1988;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-24;;21706870884;0
186;Illustrerat bibellexikon. Bd 5, M-Q 1990;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-25;;21707160884;0
187;Illustrerat bibellexikon. Bd 6, R-S 1990;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-25;;21707170884;0
188;Illustrerat bibellexikon. Bd 7, T-Ö 1991;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-25;;21707180884;0
189;Illustrerat bibellexikon. Bd 8, Bibelöversikt 1991;  Vimmerby - Vuxen; ;;Cc(x);;2007-01-25;;21707190884;1
190;'Iraqi, Fakhr al-Din Ibrahim, Gnistornas bok 2006;  Vimmerby - Vuxen; ;;Cmd;;2006-09-18;;21642930884;4
191;Islam 1989;  Vimmerby - Vuxen; ;;Cmd;;1998-08-26;;21225920884;47
192;Islamologi 2012;  Vimmerby - Vuxen; ;;Cmd;;2013-01-24;;80047023799;1
193;Jacobsen, Knut A., Hinduismen 2004;  Vimmerby - Vuxen; ;;Cme;;2004-10-14;;21595780884;23
194;Jacobus de Voragine, Gyllene legender 2007;  Vimmerby - Vuxen; ;;Cj;;2008-05-21;;21749450884;0
195;Jag litar på din kärlek 2007;  Vimmerby - Vuxen; ;;Ci;;2007-05-16;;80034316846;0
196;James, Edwin Oliver, Gravarna berättar 1986;  Vimmerby - Vuxen; ;;Cm;;1998-04-06;;20471620884;13
197;Jenkins, Elizabeth B., Inkans återkomst 1997;  Vimmerby - Vuxen; ;;Cm;;1998-04-30;;21211660884;28
198;Johannes Damaskenos, Tre försvarstal mot dem som förkastar de heliga bilderna 2008;  Vimmerby - Vuxen; ;;Cd;;2009-01-30;;21776640884;0
199;Johannesson, Karin, Till alla som tycker att livet är en öken 2001;  Vimmerby - Vuxen; ;;Ci;;2003-08-14;;21328170884;4
200;Jones, James, Om Gud är god- 1997;  Vimmerby - Vuxen; ;;Ce;;1998-06-05;;89004934931;23
201;Kallifatides, Theodor, Afrodites tårar 1996;  Vimmerby - Vuxen; ;;Cmg;;1998-04-06;;20471590884;22
202;Kanitkar, Vitthal Pralhad, Hinduism 1989;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;20471560884;28
203;Karlsson, Ingmar, Tro, terror och tolerans 2004;  Vimmerby - Vuxen; ;;Cm;;2004-04-01;;21350410884;8
204;Kepel, Gilles, Kampen om islam 2006;  Vimmerby - Vuxen; ;;Cmd;;2006-11-28;;21701760884;2
205;Kerényi, Karl, Grekernas och romarnas religion 1962;  Vimmerby - Vuxen; ;;Cmg;;1998-04-06;;20472060884;40
206;Kimball, Charles, När religionen blir ond 2004;  Vimmerby - Vuxen; ;;Cm;;2006-09-06;;21642180884;9
207;Kittler, Glenn D., Edgar Cayce och Dödahavsrullarna 1991;  Vimmerby - Vuxen; ;;Cmd;;1998-04-06;;20470820884;52
208;Koranen 2009;  Vimmerby - Vuxen; ;;Cmd;;2014-12-15;2015-04-01;49757900123;2
209;Koranen. Urval 1994;  Vimmerby - Vuxen; ;;Cmd;;2011-10-08;;20184600884;26
210;Kornhall, Per, Livets ord 2010;  Vimmerby - Vuxen; ;;Cks;;2010-12-30;;80041465182;1
211;Kornhall, Per, Skapelsekonspirationen 2008;  Vimmerby - Vuxen; ;;Ce;;2009-01-30;2015-04-01;21776650884;36
212;Koskinen, Lennart, Uppenbarelseboken 1999;  Vimmerby - Vuxen; ;;Cc;;2002-03-22;;20874190884;10
213;Krakauer, Jon, Mord i Guds namn 2004;  Vimmerby - Vuxen; ;;Cks;;2005-08-25;;21614440884;14
214;Kritiska tänkanden i religionsvetenskapen 2009;  Vimmerby - Vuxen; ;;C;;2010-01-19;;21406060884;3
215;Kärlek, nål och tråd 2009;  Vimmerby - Vuxen; ;;Cg;;2009-10-20;;80039707940;15
216;Laestadius, Lars Levi, Samlade predikningar. 1, Predikan 1-71 : första söndagen i advent - fastlagssöndagen 2006;  Vimmerby - Vuxen; ;;Ci;;2006-11-24;;21701170884;2
217;Laven, Mary, Nunnorna i Venedig 2004;  Vimmerby - Vuxen; ;;Ck;;2004-06-03;;21355730884;28
218;Lewis, Clive Staples, Den djupa glädjen 1998;  Vimmerby - Vuxen; ;;Ci;;1999-01-14;;21236810884;25
219;Lewis, Clive Staples, Kärlekens fyra ansikten 2000;  Vimmerby - Vuxen; ;;Cf;;2000-11-16;;21038280884;41
220;Lewis, Clive Staples, Mirakel 1998;  Vimmerby - Vuxen; ;;Ce;;1998-08-24;;21225840884;44
221;Lewis, Clive Staples, Världens sista kväll och andra texter 2013;  Vimmerby - Vuxen; ;;Ci;;2014-02-27;;52151130013;1
222;Liao, Yiwu, Gud är röd 2013;  Vimmerby - Vuxen; ;;Ck;;2014-02-07;;80047025563;0
223;Lindskog, Claes, Grekiska myter och sagor 1988;  Vimmerby - Vuxen; ;;Cmg;;1998-04-06;;20472050884;48
224;Lings, Martin, Muhammed 2008;  Vimmerby - Vuxen; ;;Cmd;;2011-11-14;;21775650884;5
225;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945240884;0
226;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945250884;0
227;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945260884;0
228;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945270884;0
229;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945220884;0
230;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945200884;0
231;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945190884;0
232;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945180884;0
233;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945230884;0
234;Linköpings stiftsblad. 43(1977) 1977;  Vimmerby - Vuxen; ;;Cj-c(p);;1998-04-06;;20945210884;0
235;Lundén, Tryggve, Sveriges missionärer, helgon och kyrkogrundare 1983;  Vimmerby - Vuxen; ;;Cj-c;;2002-01-24;;20868130884;5
236;Lundin, Johan A., Predikande kvinnor och gråtande män 2013;  Vimmerby - Vuxen; ;;Cks;;2014-03-31;;80047025827;3
237;Lundqvist, Åke, Vildåsnans törst 2006;  Vimmerby - Vuxen; ;;Cc;;2006-12-09;;21700480884;0
238;Lönnebo, Martin, Frälsarkransen 1996;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470870884;33
239;Lönnebo, Martin, Hjärtats nycklar 2010;  Vimmerby - Vuxen; ;;Ci;;2012-01-04;;50141010066;5
240;Lönnebo, Martin, Livets djup 1972;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470880884;14
241;Lönnebo, Martin, Van Goghs rum 2005;  Vimmerby - Vuxen; ;;Ci;;2005-11-16;;21622750884;21
242;Lönnebo, Martin, Väven 1999;  Vimmerby - Vuxen; ;;Ci;;1999-09-29;;21269580884;15
243;Magnusson, Jörgen, Judasevangeliet 2008;  Vimmerby - Vuxen; ;;Cc;;2009-12-17;2015-03-23;21401600884;31
244;Manipulering pågår 1995;  Vimmerby - Vuxen; ;;Cn;;1998-04-06;;89001904621;69
245;Marianne, Då gråter änglarna 1997;  Vimmerby - Vuxen; ;;Cks;;2003-02-11;;20999780884;29
246;Marklund, Thorsten, Kvinnor i bibeln 1986;  Vimmerby - Vuxen; ;;Cc;;1998-04-06;;20471210884;31
247;Martinus, Livets bok. 1 / [översatt från danskan av Agne Windmark i samråd med Nils Kalén]d 1975;  Vimmerby - Vuxen; ;;Cn;;1998-04-06;;20445840884;29
248;Martling, Carl Henrik, Synden straffar sig själv 2001;  Vimmerby - Vuxen; ;;Cb(x);;2001-08-17;;21129100884;1
249;Melin, Margareta, Den inre källan 1986;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470920884;34
250;Melin, Margareta, Vilja och frihet 1992;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20470930884;34
251;Modéus, Martin, Gudstjänstens kärnvärden 2013;  Vimmerby - Vuxen; ;;Ch;;2014-10-15;;52559360008;0
252;Moltke-Hoff, Anne-Marie, Enkelt och flärdfullt 1998;  Vimmerby - Vuxen; ;;Cks;;1998-10-20;;89007018734;19
253;Muchembled, Robert, Djävulens historia 2002;  Vimmerby - Vuxen; ;;Ce;;2003-05-07;;21319080884;13
254;Musset, Jacques, Boken om Bibeln. Gamla testamentet 1996;  Vimmerby - Vuxen; ;;Cc;;1998-04-06;;20471180884;22
255;Mystik och andlighet 2013;  Vimmerby - Vuxen; ;;Cm;;2013-11-11;2015-04-01;80047025328;20
256;Naipaul, Vidiadhar Surajprasad, Bortom tron 1999;  Vimmerby - Vuxen; ;;Cmd;;2000-02-28;;21280700884;14
257;Nattvardens teologi 1996;  Vimmerby - Vuxen; ;;Ce;;1998-04-06;;20470190884;14
258;Nettelhorst, Robin P., Apostlar och profeter 2008;  Vimmerby - Vuxen; ;;Cc;;2009-01-08;;80037117480;2
259;Nhât Hanh, Mandelträdet i din trädgård 1996;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;20260910884;25
260;Nilsson, Nils-Henrik, Värd i kyrkan 2009;  Vimmerby - Vuxen; ;;Ch;;2010-09-09;;80041434952;3
261;Nobel, Agnes, Filosofens knapp 1999;  Vimmerby - Vuxen; ;;Cn;;2000-04-05;;20831760884;8
262;Notboken 2001;  Vimmerby - Vuxen; ;;Cc;;2001-05-03;;21054850884;1
263;Nya religioner 2004;  Vimmerby - Vuxen; ;;Cn;;2005-03-09;;21605490884;17
264;Näsström, Britt-Mari, Nordiska gudinnor 2009;  Vimmerby - Vuxen; ;;Cmi;;2010-03-16;;80041463637;4
265;Ohlmarks, Åke, Gudatro i nordisk forntid 1970;  Vimmerby - Vuxen; ;;Cmi;;1998-04-06;;20470750884;68
266;Okkenhaug, Berit, Själavård 2004;  Vimmerby - Vuxen; ;;Cg;;2004-07-08;2015-03-19;21358820884;9
267;Olsen, Harald, Keltisk andlighet 2000;  Vimmerby - Vuxen; ;;Cj;;2001-03-15;;21049790884;11
268;Olsson, Lars-Erik, Vita jungfrun - och andra gestalter från 1800-talets kyrkohistoria 2009;  Vimmerby - Vuxen; ;;Cj-c ;;2009-06-30;;80039726495;0
269;Onfray, Michel, Atheist Manifesto 2008;  Vimmerby - Vuxen; ;;C;;2009-02-13;;80037101778;31
270;Onsell, Birgitta, Efter tusen år av tystnad- 1994;  Vimmerby - Vuxen; ;;Cm;;1998-04-06;;20471430884;34
271;Origenes, Om bönen 2009;  Vimmerby - Vuxen; ;;Cd;;2010-01-26;;21405470884;1
272;Ortberg, John, Gud är närmare än du tror 2006;  Vimmerby - Vuxen; ;;Ci;;2006-05-15;;21637270884;11
273;Ottosson, Stellan, Jesus, Paulus och kärleken 2010;  Vimmerby - Vuxen; ;;Cc;;2011-07-26;;80042854618;0
274;Ouis, Pernilla, Muslim i Sverige 2003;  Vimmerby - Vuxen; ;;Cmd;;2004-07-06;;21355320884;11
275;Ouspensky, Leonid, Ikonens teologi 2000;  Vimmerby - Vuxen; ;;Ck;;2001-09-24;;20856600884;6
276;O'Yeah, Zac, Guru! 2004;  Vimmerby - Vuxen; ;;Cme;;2004-04-30;;21352900884;11
277;Persson, Larsåke W., Sinnesro 2011;  Vimmerby - Vuxen; ;;Ci;;2011-07-18;;50585450009;13
278;Pettersson, Olof, Afrikansk religiositet 1982;  Vimmerby - Vuxen; ;;Cm;;1998-04-06;;20471420884;40
279;Piltz, Anders, Adam, var är du? 2009;  Vimmerby - Vuxen; ;;Ce;;2009-09-16;;80039733979;1
280;Piltz, Anders, Morgonens nåd och nattens trofasthet 2002;  Vimmerby - Vuxen; ;;Ci;;2003-09-03;;21330980884;6
281;Plats och praxis 2002;  Vimmerby - Vuxen; ;;Cmi;;2003-01-20;2015-03-16;20997390884;40
282;Pol, Jan, Om fornnordisk mytologi 1993;  Vimmerby - Vuxen; ;;Cmi;;1998-04-06;;20481790884;80
283;Poromaa, Sante, Bortom alla begrepp 1997;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;21207240884;43
284;Psalmer i 2000-talet 2006;  Vimmerby - Vuxen; ;;Ci;;2007-01-18;;21705680884;7
285;På vidsträckta fält 2005;  Vimmerby - Vuxen; ;;Cg;;2006-03-01;;21632710884;16
286;Radler, Aleksander, Kristendomens idéhistoria 1988;  Vimmerby - Vuxen; ;;Ce;;1998-04-06;;20470180884;29
287;Ragnar, Per, När ska jag ha tid att leva? 1996;  Vimmerby - Vuxen; ;;Ci;;1998-04-06;;20251660884;16
288;Ramadan, Tariq, Att vara europeisk muslim 2004;  Vimmerby - Vuxen; ;;Cmd;;2004-11-11;;21597940884;2
289;Rasmussen, Tarald, Kristendomen 2007;  Vimmerby - Vuxen; ;;Cj;;2008-05-22;2015-03-25;21750180884;17
290;Raudvere, Catharina, Kunskap och insikt i norrön tradition 2003;  Vimmerby - Vuxen; ;;Cmi;;2003-11-03;2015-03-16;21336300884;42
292;Reberg, Arne, Mitt möte med de gåtfulla antroposoferna 1994;  Vimmerby - Vuxen; ;;Cn;;1998-04-06;;20470170884;34
293;Religion i Latinamerika 2012;  Vimmerby - Vuxen; ;;Cm;;2012-05-09;;51173460081;1
294;Religionsfilosofiska texter 1999;  Vimmerby - Vuxen; ;;C;Försvunnen;2000-04-19;;21024970884;11
295;Religiösa rörelser förr och nu 1988;  Vimmerby - Vuxen; ;;Cj-c;;1998-04-06;;20471930884;15
296;Reventlow, Christian, Vad Buddha lärde 1990;  Vimmerby - Vuxen; ;;Cme;;1998-04-06;;20471400884;85
297;Rimås, Otto, Kallelse och- befriat liv 1998;  Vimmerby - Vuxen; ;;Ce;;1998-11-25;;21233130884;8
298;Ring, Börge, Religion och livet 2007;  Vimmerby - Vuxen; ;;Cm;;2009-02-02;;80037119638;6
299;Roald, Anne Sofie, Islam 2005;  Vimmerby - Vuxen; ;;Cmd;;2006-01-19;;21628900884;17
300;Roger, Gud kan bara älska 2005;  Vimmerby - Vuxen; ;;Ci;;2006-02-15;;21632090884;6